aX,aY,aZ,gX,gY,gZ
-1.214,-0.503,0.440,120.544,5.310,268.005
-1.129,-0.681,0.175,93.140,24.658,251.160
-1.107,-1.122,-0.012,66.956,26.733,235.413
-1.128,-1.632,-0.083,52.979,17.517,234.741
-1.191,-2.044,-0.140,58.228,3.113,254.761
-1.322,-2.359,-0.081,69.824,-12.695,290.405
-1.452,-2.453,-0.006,85.632,-26.855,337.891
-1.571,-2.275,0.082,104.797,-36.194,392.090
-1.645,-1.894,0.127,124.756,-41.565,443.604
-1.664,-1.420,0.182,144.165,-44.922,482.727
-1.618,-0.998,0.241,150.024,-44.739,503.845
-1.504,-0.658,0.242,126.343,-36.011,508.606
-1.379,-0.490,0.230,86.060,-20.752,496.521
-1.197,-0.413,0.175,49.500,-1.709,474.426
-1.002,-0.462,0.077,15.076,22.095,451.599
-0.824,-0.607,-0.175,-10.681,46.326,431.091
-0.663,-0.724,-0.450,-11.597,56.274,419.189
-0.542,-0.830,-0.652,5.798,46.204,414.429
-0.480,-0.885,-0.645,18.738,20.386,413.696
-0.435,-0.794,-0.412,33.936,-9.888,419.495
-0.365,-0.537,-0.295,44.495,-25.146,426.941
-0.270,-0.362,-0.376,44.189,-25.208,423.828
-0.172,-0.330,-0.409,39.673,-29.602,409.180
-0.124,-0.363,-0.251,38.879,-40.588,394.043
-0.055,-0.251,-0.119,44.556,-46.204,384.155
0.047,-0.062,-0.157,48.706,-40.283,376.526
0.159,0.050,-0.239,45.898,-36.255,357.788
0.248,0.061,-0.257,43.701,-38.452,334.229
0.343,0.088,-0.138,40.100,-45.105,313.782
0.409,0.264,-0.107,43.945,-45.471,300.781
0.472,0.358,-0.104,42.175,-40.710,281.921
0.515,0.344,-0.037,36.194,-37.048,255.554
0.554,0.370,-0.057,33.936,-30.029,234.924
0.610,0.457,-0.180,32.471,-20.630,218.689
0.651,0.627,-0.246,27.832,-16.602,202.576
0.674,0.818,-0.173,21.973,-18.311,183.167
0.689,1.027,-0.146,16.113,-14.587,156.921
0.715,1.197,-0.184,15.198,-5.737,124.634
-0.701,-2.230,-0.441,-171.875,-23.865,140.564
-0.741,-2.204,-0.288,-185.059,-26.917,172.913
-0.767,-2.147,-0.107,-186.340,-26.184,206.055
-0.804,-2.142,0.021,-188.660,-18.372,234.436
-0.809,-2.093,0.020,-194.031,-1.709,260.864
-0.877,-2.041,-0.085,-197.937,14.099,285.583
-0.937,-1.936,-0.161,-205.688,26.123,306.335
-0.948,-1.691,-0.363,-201.294,37.537,331.421
-0.904,-1.436,-0.602,-187.012,44.250,350.281
-0.815,-1.223,-0.722,-179.504,36.072,360.046
-0.743,-1.054,-0.707,-175.964,19.348,363.342
-0.673,-0.907,-0.494,-168.945,-3.784,362.366
-0.620,-0.762,-0.101,-150.635,-26.428,358.337
-0.531,-0.658,0.186,-129.822,-35.034,348.267
-0.417,-0.610,0.250,-135.925,-22.522,331.604
-0.276,-0.592,0.107,-170.898,-2.014,310.974
-0.165,-0.522,-0.135,-199.036,11.414,293.823
-0.074,-0.440,-0.289,-210.144,8.362,277.710
0.013,-0.342,-0.188,-203.857,-10.864,261.963
0.052,-0.239,0.025,-183.044,-33.508,247.925
0.103,-0.227,0.287,-173.035,-47.363,228.821
0.076,-0.236,0.379,-178.040,-46.326,210.083
0.096,-0.280,0.453,-178.467,-41.809,194.458
0.093,-0.297,0.496,-167.358,-36.011,182.983
0.124,-0.241,0.555,-157.043,-31.860,175.598
0.104,-0.175,0.550,-146.851,-27.832,167.114
0.121,-0.077,0.484,-149.353,-20.935,155.884
0.123,-0.082,0.457,-155.273,-19.165,140.259
0.088,-0.194,0.562,-144.287,-26.489,124.207
0.037,-0.262,0.728,-142.456,-32.410,114.014
0.005,-0.227,0.882,-150.208,-30.701,109.314
-0.032,-0.186,0.986,-158.081,-22.278,103.088
-0.103,-0.277,1.039,-160.583,-9.033,93.323
-0.102,-0.101,1.001,-161.194,5.615,91.125
-0.188,-0.011,0.954,-165.161,14.954,80.322
-0.343,0.091,1.000,-151.672,15.930,66.833
-0.516,0.226,1.157,-135.925,15.015,51.941
-0.683,0.528,1.453,-129.150,16.968,35.522
-0.830,1.072,1.765,-123.779,32.166,14.282
-0.971,1.909,2.116,-127.808,64.026,-21.179
-1.180,3.044,2.351,-120.972,116.089,-82.214
-1.534,3.999,2.582,-103.455,185.242,-177.795
-2.206,4.000,2.655,-103.577,265.625,-316.833
-3.408,4.000,2.597,-123.474,349.915,-498.047
-4.000,4.000,2.260,-139.282,438.416,-712.463
-4.000,4.000,1.238,-126.526,501.404,-943.970
-4.000,4.000,0.109,-78.857,507.446,-1132.324
-4.000,3.238,-0.426,-42.542,421.570,-1261.963
-4.000,2.481,-0.688,17.029,300.232,-1306.580
-4.000,1.353,-1.447,114.563,213.440,-1302.185
-4.000,-0.687,-2.177,187.256,151.672,-1313.049
-4.000,-3.060,-2.281,128.967,91.858,-1295.898
-4.000,-4.000,-1.127,57.373,1.221,-1199.158
-4.000,-4.000,0.234,27.771,-27.893,-1036.011
-4.000,-4.000,-0.136,64.880,57.068,-781.128
-3.999,-3.990,-2.279,126.099,169.067,-478.088
-3.277,-2.165,-2.735,154.053,143.921,-295.959
-2.685,-1.760,-1.980,145.935,44.250,-258.972
-2.319,-2.075,-1.645,123.291,-8.972,-251.953
-2.012,-2.454,-1.162,102.234,-47.119,-225.952
-1.729,-2.556,-0.482,90.820,-76.660,-181.396
-1.432,-2.280,-0.171,75.317,-72.815,-128.906
-1.196,-1.934,-0.117,55.054,-54.688,-85.388
-1.010,-1.704,0.002,40.955,-46.753,-57.007
-0.935,-1.539,0.136,40.466,-45.349,-40.161
-0.933,-1.419,0.222,48.584,-42.358,-29.602
-0.998,-1.384,0.205,51.331,-34.180,-24.719
-1.074,-1.462,0.050,48.340,-23.560,-21.667
-1.160,-1.547,-0.133,45.166,-17.517,-13.672
-1.261,-1.499,-0.205,45.227,-20.874,1.404
-1.324,-1.500,-0.266,44.617,-26.917,16.663
-1.362,-1.501,-0.293,47.607,-33.875,34.424
-1.396,-1.528,-0.128,49.561,-47.485,53.650
-1.372,-1.491,0.094,62.683,-57.678,76.172
-1.327,-1.341,0.179,73.669,-55.298,98.633
-1.253,-1.220,0.163,78.430,-47.302,114.319
-1.202,-1.175,0.199,74.646,-41.199,122.009
-1.134,-1.145,0.201,68.848,-36.072,128.723
-1.088,-1.222,0.059,65.979,-28.442,134.705
-1.061,-1.448,-0.065,63.477,-29.053,140.808
-1.073,-1.737,-0.101,58.105,-38.269,154.968
-1.124,-1.936,-0.077,54.321,-49.683,181.519
-1.198,-2.104,-0.044,56.335,-58.655,215.271
-1.275,-2.196,-0.004,60.913,-65.735,252.502
-1.378,-2.152,0.137,71.655,-71.716,294.373
-1.520,-1.929,0.279,91.614,-74.890,338.196
-1.471,-1.471,0.359,110.962,-68.726,379.333
-1.320,-1.248,0.210,112.610,-52.612,398.621
-1.327,-1.266,0.011,94.238,-40.039,401.794
-1.281,-1.320,-0.048,79.529,-41.992,406.250
-1.174,-1.403,-0.070,66.162,-46.448,414.124
-1.245,-1.557,-0.123,56.702,-48.218,423.645
-1.296,-1.621,0.006,50.354,-55.237,437.805
-1.294,-1.471,0.082,57.068,-55.847,465.210
-1.266,-1.233,0.126,60.608,-50.110,488.586
-1.229,-0.964,0.099,51.270,-38.696,501.099
-1.142,-0.709,0.026,44.250,-24.536,504.272
-0.977,-0.434,-0.102,45.227,-12.939,500.183
-0.753,-0.237,-0.294,49.316,-6.165,489.136
-0.558,-0.159,-0.445,44.373,-6.714,468.750
-0.343,-0.079,-0.513,43.884,-16.052,448.059
-0.261,-0.103,-0.422,54.260,-32.043,425.537
-0.147,-0.197,-0.243,69.092,-46.204,401.978
-0.069,-0.286,-0.067,78.674,-54.138,381.470
0.013,-0.292,0.031,73.547,-53.589,369.751
0.064,-0.321,-0.079,49.072,-40.955,358.337
0.081,-0.228,-0.311,29.175,-27.100,348.572
0.157,-0.044,-0.288,29.358,-32.837,342.651
0.253,0.253,-0.155,29.053,-41.931,338.745
0.330,0.499,-0.129,23.437,-36.316,327.332
0.390,0.605,-0.122,24.414,-28.381,301.086
0.471,0.678,-0.083,29.968,-25.269,272.766
0.514,0.646,-0.075,35.706,-18.677,244.568
0.493,0.485,-0.109,39.734,-10.803,214.050
0.483,0.444,-0.113,41.260,-5.310,193.237
0.494,0.668,-0.169,30.640,2.686,188.416
0.497,1.013,-0.463,15.686,17.395,181.274
0.506,1.258,-0.650,1.038,20.569,155.701
0.494,1.430,-0.579,-13.550,7.263,115.784
-0.715,-1.495,-0.370,-187.073,-46.631,111.938
-0.795,-1.485,-0.282,-196.960,-49.805,123.901
-0.705,-1.479,-0.146,-192.200,-55.786,137.939
-0.748,-1.611,0.040,-185.303,-57.373,148.071
-0.749,-1.668,0.134,-172.363,-49.438,164.856
-0.738,-1.693,0.140,-167.725,-37.964,184.082
-0.760,-1.646,0.096,-167.542,-26.978,203.735
-0.760,-1.552,0.115,-165.161,-20.996,221.924
-0.616,-1.392,0.146,-161.316,-16.418,238.770
-0.759,-1.199,0.060,-160.095,-9.583,248.962
-0.663,-1.078,0.054,-166.687,-6.531,253.296
-0.607,-0.905,-0.019,-166.138,-3.845,257.202
-0.546,-0.792,-0.134,-158.325,-0.061,252.686
-0.485,-0.744,-0.293,-152.771,-0.854,244.751
-0.421,-0.754,-0.348,-144.043,-12.695,235.962
-0.381,-0.785,-0.355,-130.737,-31.433,228.149
-0.337,-0.796,-0.329,-117.493,-49.988,224.609
-0.323,-0.797,-0.220,-104.614,-70.007,222.961
-0.309,-0.810,0.038,-91.431,-91.492,220.642
-0.296,-0.787,0.316,-75.684,-105.408,218.323
-0.283,-0.782,0.541,-64.331,-105.164,216.370
-0.344,-0.821,0.638,-63.049,-92.834,212.585
-0.231,-0.760,0.514,-96.375,-67.749,210.754
-0.177,-0.689,0.308,-151.489,-41.992,206.360
-0.071,-0.626,0.163,-187.561,-29.846,198.303
-0.115,-0.540,0.086,-186.768,-30.640,190.247
-0.056,-0.510,0.168,-168.457,-41.321,182.068
-0.093,-0.573,0.372,-166.321,-54.688,168.762
-0.096,-0.600,0.509,-164.368,-56.763,160.522
-0.091,-0.548,0.544,-177.307,-45.410,158.691
-0.104,-0.559,0.453,-198.303,-29.236,155.151
-0.127,-0.666,0.336,-195.129,-20.447,149.353
-0.141,-0.663,0.374,-213.440,-20.874,149.231
-0.175,-0.481,0.407,-219.543,-21.240,157.104
-0.264,-0.174,0.396,-192.627,-22.095,166.565
-0.339,0.145,0.461,-161.194,-27.466,167.175
-0.447,0.358,0.705,-134.827,-38.086,152.832
-0.657,0.575,1.114,-117.249,-46.082,130.493
-0.860,0.989,1.498,-132.385,-33.508,101.440
-1.023,1.677,2.030,-217.041,2.930,57.800
-1.119,2.520,2.646,-321.960,65.186,-9.216
-1.231,3.763,2.681,-329.346,158.447,-91.797
-1.732,4.000,2.126,-275.085,258.484,-207.458
-2.306,4.000,1.744,-236.328,319.458,-378.662
-3.385,4.000,1.219,-221.680,349.731,-569.458
-4.000,4.000,0.766,-200.623,363.647,-752.991
-4.000,4.000,-0.025,-160.278,355.164,-967.529
-4.000,4.000,-0.374,-93.811,286.316,-1209.839
-4.000,3.703,-1.007,-8.789,189.148,-1384.766
-4.000,1.729,-2.334,88.196,100.159,-1453.064
-4.000,-0.461,-3.022,183.960,-11.414,-1457.092
-4.000,-3.107,-2.544,136.047,-126.038,-1439.270
-4.000,-4.000,-1.195,25.635,-220.520,-1354.065
-4.000,-4.000,0.442,24.780,-269.531,-1158.630
-4.000,-4.000,0.875,133.789,-209.229,-853.271
-4.000,-4.000,-1.055,181.580,-57.190,-539.856
-3.628,-2.825,-1.195,157.043,-35.217,-372.498
-3.080,-2.490,0.056,139.404,-97.107,-318.115
-2.635,-2.242,0.035,130.310,-81.482,-272.034
-2.261,-2.327,-0.134,103.027,-51.514,-233.093
-1.986,-2.539,0.140,83.801,-56.885,-197.693
-1.714,-2.343,0.286,75.378,-54.749,-147.644
-1.450,-1.861,0.274,63.538,-41.565,-96.008
-1.238,-1.417,0.339,46.204,-36.011,-58.472
-1.064,-1.187,0.416,31.616,-36.987,-39.734
-1.024,-1.139,0.801,29.480,-42.603,-31.555
-1.012,-0.997,0.697,35.828,-41.504,-26.123
-1.060,-1.046,0.641,45.105,-32.593,-19.226
-1.115,-1.244,0.746,54.016,-33.203,-18.005
-1.162,-1.306,0.706,59.265,-24.658,-4.517
-1.198,-1.302,0.515,63.538,-10.803,13.733
-1.208,-1.262,0.396,71.045,-5.127,31.982
-1.208,-1.099,0.158,78.064,-1.587,53.589
-1.214,-0.965,-0.038,79.590,-5.798,70.801
-1.203,-0.872,-0.003,86.182,-24.353,83.435
-1.207,-0.821,0.052,90.149,-42.603,93.567
-1.203,-0.874,0.161,90.515,-57.007,100.159
-1.199,-1.016,0.322,94.421,-68.970,107.361
-1.209,-1.209,0.509,101.929,-78.308,119.568
-1.296,-1.480,0.708,104.431,-80.505,136.536
-1.250,-1.750,0.854,110.535,-75.806,162.476
-1.292,-1.957,0.768,126.831,-62.622,197.754
-1.348,-2.015,0.612,143.372,-54.626,240.601
-1.481,-1.824,0.533,174.194,-56.580,286.926
-1.494,-1.358,0.802,212.952,-67.139,331.665
-1.414,-0.759,0.779,235.779,-61.157,365.295
-1.259,-0.471,0.637,230.469,-46.143,370.605
-1.107,-0.614,0.431,208.984,-36.865,349.121
-1.076,-1.062,0.291,186.646,-35.950,323.364
-1.076,-1.515,0.285,171.021,-42.908,317.810
-1.125,-1.832,0.292,161.926,-48.218,336.609
-1.189,-1.998,0.374,155.762,-50.842,368.286
-1.265,-1.996,0.408,155.823,-49.927,406.311
-1.147,-1.869,0.343,148.865,-43.701,442.688
-1.536,-1.773,0.404,141.296,-39.063,470.337
-1.447,-1.078,0.356,153.137,-28.870,510.315
-1.219,-0.722,0.122,162.415,-12.817,525.635
-1.146,-0.709,-0.129,146.606,-2.991,507.690
-0.987,-0.512,-0.357,141.602,-3.540,501.465
-0.841,-0.325,-0.611,154.724,-11.353,495.667
-0.710,-0.269,-0.600,156.128,-31.067,476.990
-0.504,-0.208,-0.465,162.903,-52.917,459.351
-0.375,-0.211,-0.372,162.415,-63.171,440.857
-0.245,-0.211,-0.314,151.489,-63.049,421.265
-0.119,-0.272,-0.246,148.254,-61.890,400.635
-0.039,-0.451,-0.151,144.714,-59.204,381.958
0.044,-0.167,-0.116,121.582,-49.316,381.226
0.159,0.304,-0.272,98.450,-33.630,373.901
0.296,0.564,-0.500,62.744,-22.095,342.590
0.458,0.589,-0.685,18.433,-20.691,292.236
0.488,0.366,-0.761,8.423,-26.855,247.070
0.525,0.101,-0.469,14.832,-46.265,214.783
0.542,0.168,-0.185,39.307,-55.847,206.421
0.554,0.368,-0.008,52.795,-47.302,202.576
0.624,0.527,-0.023,48.462,-29.480,189.026
0.686,0.629,-0.262,42.236,-9.338,168.579
0.703,0.595,-0.413,39.063,-2.563,142.212
0.695,0.483,-0.378,32.654,-8.423,115.479
0.689,0.439,-0.313,15.503,-11.719,96.191
