aX,aY,aZ,gX,gY,gZ
-0.877,-0.139,-0.733,-19.104,-51.453,34.790
-0.875,-0.014,-0.803,-31.982,-54.871,36.499
-0.858,0.158,-0.912,-45.105,-62.012,36.011
-0.860,0.507,-1.158,-65.125,-71.228,33.142
-0.882,0.930,-1.351,-95.459,-87.097,20.264
-0.896,1.531,-1.561,-129.944,-112.610,-5.615
-0.918,2.274,-1.785,-166.443,-146.484,-48.523
-0.983,3.063,-1.990,-196.838,-193.787,-114.197
-1.192,3.701,-2.174,-230.530,-253.967,-205.566
-1.589,4.000,-2.088,-274.536,-322.266,-318.298
-2.199,4.000,-1.712,-315.186,-389.526,-445.923
-2.919,3.970,-1.476,-319.031,-445.251,-583.069
-3.696,3.474,-1.224,-296.387,-501.709,-699.890
-4.000,2.900,-0.789,-237.976,-557.983,-782.166
-4.000,2.027,-0.326,-163.391,-582.153,-841.614
-4.000,0.903,0.221,-103.394,-580.444,-871.704
-4.000,-0.198,0.558,-34.485,-544.800,-848.572
-4.000,-1.173,0.694,8.606,-484.680,-780.518
-4.000,-2.428,0.649,36.133,-407.654,-688.232
-3.648,-3.280,0.748,34.790,-325.134,-569.031
-2.928,-3.396,0.878,-15.442,-233.459,-421.204
-2.359,-2.967,0.580,-87.219,-127.991,-278.137
-1.904,-2.414,0.082,-134.827,-38.940,-168.945
-1.558,-1.814,-0.332,-159.729,8.850,-92.407
-1.309,-1.262,-0.546,-153.137,22.339,-39.368
-1.105,-0.901,-0.614,-132.812,23.560,-9.216
-1.014,-0.698,-0.559,-112.854,23.926,10.315
-0.897,-0.314,-0.561,-95.459,30.579,25.452
-0.844,-0.282,-0.549,-69.275,35.767,14.465
-0.825,-0.326,-0.508,-42.908,32.959,7.324
-0.811,-0.310,-0.425,-19.958,31.128,9.827
0.682,-0.068,-0.900,5.188,-0.061,-82.031
0.672,-0.091,-0.898,6.531,-3.418,-85.083
0.667,-0.115,-0.907,6.348,-6.531,-88.745
0.664,-0.139,-0.922,5.920,-9.949,-91.431
0.647,-0.182,-0.959,4.395,-13.733,-94.055
0.624,-0.272,-0.972,1.770,-20.081,-95.825
0.617,-0.340,-0.985,1.343,-26.794,-96.191
0.611,-0.383,-0.986,2.808,-33.386,-93.384
0.606,-0.406,-0.949,2.869,-40.771,-89.294
0.622,-0.370,-0.914,4.333,-46.875,-84.167
0.639,-0.333,-0.883,5.554,-52.368,-80.444
0.648,-0.330,-0.825,4.639,-57.617,-79.956
0.653,-0.331,-0.805,9.644,-60.364,-81.421
0.655,-0.336,-0.843,9.338,-63.110,-83.618
0.656,-0.377,-0.845,2.869,-70.923,-87.097
0.647,-0.395,-0.919,6.104,-78.125,-90.332
0.651,-0.416,-1.006,3.967,-89.355,-92.773
0.624,-0.462,-1.102,2.075,-106.506,-94.788
0.585,-0.461,-0.969,6.714,-130.676,-95.581
0.590,-0.427,-0.966,10.864,-144.409,-96.313
0.601,-0.379,-0.988,8.301,-159.363,-97.717
0.572,-0.332,-0.990,-1.404,-177.368,-100.159
0.521,-0.361,-0.953,0.793,-194.580,-106.506
0.484,-0.346,-0.921,8.972,-210.693,-114.136
0.432,-0.314,-0.842,15.503,-226.807,-121.521
0.371,-0.335,-0.715,28.931,-240.479,-130.005
0.365,-0.251,-0.711,39.246,-249.146,-136.719
0.278,-0.153,-0.831,36.621,-260.010,-145.447
0.180,-0.293,-0.501,39.795,-281.555,-167.419
0.179,-0.449,0.162,39.978,-281.006,-185.974
0.218,-0.488,0.033,0.244,-248.535,-189.148
0.223,-0.612,0.443,1.221,-243.042,-189.209
0.216,-0.793,0.630,11.597,-212.280,-191.040
0.198,-0.948,0.761,16.174,-173.645,-187.866
0.140,-1.030,0.924,13.672,-141.602,-174.377
0.075,-1.074,0.978,16.846,-106.812,-156.067
-0.071,-1.057,1.041,28.320,-71.472,-136.292
-0.224,-1.147,1.354,47.302,-35.889,-119.446
-0.367,-1.457,2.145,63.782,3.174,-105.225
-0.685,-1.915,3.442,79.163,51.392,-67.566
-1.031,-2.083,4.000,72.754,134.705,9.033
-1.762,-2.087,4.000,51.025,300.720,107.483
-2.969,-2.141,4.000,19.043,532.898,193.604
-3.999,-1.937,4.000,-40.649,776.672,242.432
-4.000,-2.327,4.000,-54.382,1013.184,252.502
-4.000,-2.183,3.292,-111.633,1189.392,277.710
-4.000,-1.353,1.905,-66.467,1344.360,316.833
-4.000,-0.175,1.619,43.701,1402.222,317.688
-4.000,1.075,1.414,166.443,1407.288,271.118
-4.000,1.456,0.115,326.538,1417.358,219.421
-4.000,0.743,-1.569,342.102,1413.086,149.048
-4.000,-0.282,-2.779,265.503,1342.896,76.172
-4.000,-0.663,-3.991,278.259,1217.224,42.053
-4.000,-1.255,-4.000,402.405,1010.376,69.031
-4.000,-0.519,-4.000,473.206,738.098,181.030
-3.946,0.504,-4.000,318.542,566.162,300.415
-3.050,1.188,-4.000,159.729,442.749,332.642
-2.587,1.191,-4.000,97.961,308.350,278.137
-2.234,1.087,-3.956,123.779,106.201,222.046
-1.995,0.631,-1.381,118.225,-64.697,174.561
-1.693,0.781,-0.760,-11.169,-106.812,147.461
-1.502,0.609,0.138,-46.875,-106.750,105.713
-1.301,0.604,0.442,-73.242,-82.092,65.613
-1.152,0.617,0.385,-49.377,-56.519,30.090
-1.073,0.593,0.238,-16.541,-39.673,-2.747
-0.982,0.516,-0.122,11.780,-23.315,-30.090
-0.937,0.417,-0.463,25.330,-14.587,-47.729
-0.922,0.262,-0.673,25.024,-13.062,-60.913
-0.891,0.031,-0.762,19.653,-13.489,-68.726
-0.903,-0.108,-0.892,11.169,-11.414,-61.707
-0.915,-0.177,-0.926,10.132,-14.465,-48.279
-0.881,-0.102,-0.862,12.390,-20.874,-33.569
-0.856,-0.148,-0.755,-0.183,-24.109,-26.184
-0.841,-0.182,-0.696,7.324,-22.949,-26.123
-0.816,-0.133,-0.704,8.423,-18.066,-20.264
-0.813,-0.138,-0.759,-2.808,-12.329,-18.494
-0.821,-0.166,-0.861,-11.597,-7.446,-19.287
-0.828,-0.172,-0.961,-19.226,-8.057,-19.348
-0.874,-0.232,-1.054,-23.682,-14.099,-19.348
-0.861,-0.289,-1.100,-23.865,-26.550,-17.395
-0.867,-0.307,-1.136,-23.926,-38.879,-10.437
-0.881,-0.305,-1.104,-27.344,-51.880,-1.099
-0.875,-0.252,-1.096,-27.405,-63.904,9.094
-0.864,-0.118,-1.149,-31.372,-74.341,19.165
-0.854,0.048,-1.246,-47.241,-87.219,24.231
-0.820,0.300,-1.325,-69.153,-104.248,22.705
-0.833,0.566,-1.483,-83.252,-121.338,10.315
-0.873,0.904,-1.576,-98.083,-146.484,-9.583
-0.897,1.353,-1.607,-123.779,-180.542,-36.804
-0.944,1.945,-1.638,-148.193,-217.957,-78.247
-1.104,2.433,-1.502,-168.213,-258.362,-138.000
-1.260,2.995,-1.502,-172.974,-296.387,-212.646
-1.550,3.556,-1.442,-195.984,-338.318,-301.697
-2.034,3.764,-1.250,-216.309,-380.554,-415.222
-2.599,3.665,-1.118,-211.487,-407.654,-544.067
-3.201,3.247,-1.111,-195.007,-433.105,-664.856
-3.796,2.693,-0.894,-153.137,-472.046,-754.395
-4.000,2.010,-0.555,-101.807,-494.690,-817.261
-4.000,0.991,-0.135,-73.059,-494.995,-865.723
-4.000,-0.089,0.177,-37.903,-476.624,-875.610
-4.000,-1.030,0.281,12.817,-432.068,-831.360
-3.999,-1.779,0.277,50.964,-375.732,-742.859
-3.543,-2.318,0.332,73.853,-315.552,-633.850
-2.997,-2.738,0.235,77.026,-243.530,-520.874
-2.511,-3.040,-0.016,48.706,-168.762,-405.090
-2.079,-2.880,-0.242,-1.160,-106.689,-287.781
-1.701,-2.357,-0.354,-51.270,-61.218,-181.396
-1.412,-1.778,-0.474,-96.008,-22.644,-101.074
-1.183,-1.269,-0.624,-123.596,5.310,-45.227
-0.987,-0.735,-0.674,-128.113,18.555,-7.019
-0.830,-0.418,-0.705,-130.432,23.132,9.094
-0.763,-0.275,-0.737,-109.497,22.827,10.010
-0.712,-0.184,-0.735,-67.688,15.503,7.263
-0.702,-0.189,-0.642,-24.597,4.883,3.296
-0.731,-0.250,-0.516,14.160,1.160,4.028
-0.701,-0.185,-0.492,28.687,10.620,12.146
-0.680,-0.165,-0.629,12.756,28.992,21.545
-0.675,-0.003,-0.704,-3.174,46.265,29.846
-0.572,0.018,-0.822,-17.273,61.646,28.015
0.682,-0.098,-0.523,13.672,10.925,-103.577
0.638,-0.141,-0.518,6.714,15.747,-112.610
0.615,-0.227,-0.576,5.676,22.705,-119.446
0.581,-0.346,-0.614,-0.244,25.818,-124.573
0.559,-0.454,-0.676,-7.812,27.649,-126.465
0.562,-0.486,-0.718,-6.348,27.649,-121.704
0.580,-0.425,-0.772,0.305,25.757,-112.061
0.589,-0.374,-0.800,-0.916,20.996,-107.056
0.591,-0.397,-0.805,-3.845,14.404,-107.361
0.566,-0.482,-0.831,-5.188,8.484,-109.619
0.559,-0.541,-0.844,-8.606,2.258,-109.253
0.562,-0.542,-0.844,-7.141,-3.967,-105.286
0.568,-0.511,-0.839,-4.517,-10.742,-100.525
0.568,-0.457,-0.800,-2.991,-19.043,-97.351
0.565,-0.447,-0.789,-1.282,-27.039,-97.656
0.552,-0.468,-0.778,-1.770,-33.936,-100.525
0.538,-0.520,-0.792,-0.305,-41.199,-102.905
0.528,-0.596,-0.855,0.000,-48.950,-104.858
0.515,-0.702,-0.982,-4.150,-57.739,-107.178
0.486,-0.779,-1.075,-13.428,-71.655,-105.652
0.465,-0.785,-1.087,-25.024,-90.271,-101.440
0.448,-0.729,-0.992,-28.137,-110.352,-95.581
0.430,-0.667,-0.868,-24.414,-127.747,-90.698
0.419,-0.668,-0.800,-16.541,-141.602,-91.248
0.401,-0.683,-0.827,-9.705,-151.855,-96.375
0.412,-0.639,-0.928,-6.348,-161.133,-102.112
0.363,-0.533,-0.915,-18.311,-173.889,-110.168
0.270,-0.555,-0.783,-42.358,-181.641,-125.793
0.216,-0.749,-0.820,-47.302,-188.599,-140.869
0.135,-0.872,-0.671,-25.757,-204.895,-141.296
0.123,-0.883,-0.459,-5.676,-216.003,-134.949
0.126,-0.820,-0.154,3.723,-220.947,-128.662
0.118,-0.895,0.131,13.184,-212.646,-130.005
0.088,-1.085,0.448,26.245,-191.284,-132.080
0.087,-1.298,0.689,35.156,-159.912,-127.808
0.080,-1.372,0.813,36.560,-118.347,-111.572
0.048,-1.402,0.899,34.790,-73.364,-87.891
-0.037,-1.493,1.067,41.504,-27.527,-62.683
-0.268,-1.581,1.432,55.664,20.386,-33.386
-0.524,-1.719,2.151,71.167,78.064,2.686
-0.808,-2.153,2.757,100.708,167.908,56.641
-1.411,-2.095,2.964,167.847,296.448,156.311
-2.057,-1.989,3.480,143.311,440.063,249.207
-3.270,-1.764,3.538,85.693,614.929,318.298
-4.000,-1.540,2.574,42.419,806.335,365.906
-4.000,-0.772,1.469,24.780,960.388,403.687
-4.000,0.364,0.907,61.279,1050.049,419.800
-4.000,1.303,0.593,168.335,1093.445,412.048
-4.000,1.925,0.317,259.644,1101.501,380.249
-4.000,2.005,0.076,286.133,1102.722,324.097
-4.000,1.646,-0.664,242.920,1121.582,239.929
-4.000,1.165,-1.354,144.165,1111.023,141.113
-4.000,0.574,-2.056,115.540,1048.889,52.734
-4.000,0.090,-2.502,196.289,947.266,16.357
-3.777,-0.165,-2.825,281.311,836.670,31.189
-3.125,-0.424,-3.226,295.044,732.544,58.960
-2.928,-0.703,-3.394,220.093,641.418,92.468
-2.551,-0.855,-3.995,83.130,573.364,126.526
-2.246,-0.778,-4.000,1.709,449.890,167.664
-1.956,-0.378,-3.577,72.937,282.349,210.693
-1.890,-0.146,-2.134,122.742,132.690,230.103
-1.791,0.083,-1.351,139.954,54.443,227.478
-1.715,0.286,-0.677,96.130,9.827,216.064
-1.593,0.495,-0.094,77.332,-5.249,195.190
-1.449,0.646,0.208,84.534,-0.549,164.307
-1.325,0.858,0.274,70.251,15.991,129.578
-1.225,0.996,0.125,54.260,37.537,86.670
-1.192,0.971,-0.034,48.950,54.565,38.330
-1.203,0.981,-0.258,32.776,69.031,-1.831
-1.256,0.798,-0.479,34.180,78.247,-45.715
-1.285,0.481,-0.635,35.583,78.857,-80.627
-1.359,0.062,-0.819,34.302,73.730,-101.685
-1.376,-0.264,-0.933,39.917,62.805,-102.966
-1.364,-0.475,-0.935,35.583,46.021,-89.722
-1.335,-0.600,-0.922,25.940,29.785,-69.092
-1.288,-0.606,-0.842,25.574,13.367,-43.457
-1.218,-0.475,-0.691,25.879,-0.793,-16.907
-1.157,-0.311,-0.582,20.508,-8.240,1.404
-1.110,-0.197,-0.511,12.390,-10.925,9.766
-1.063,-0.098,-0.459,8.240,-11.841,12.024
-1.011,-0.008,-0.412,5.249,-11.902,9.460
-0.981,0.029,-0.406,1.892,-10.010,1.282
-0.975,-0.025,-0.410,-0.610,-8.545,-9.155
-0.974,-0.116,-0.423,-0.793,-7.812,-19.287
-0.981,-0.223,-0.415,-1.587,-7.385,-26.123
-0.997,-0.349,-0.417,-3.540,-7.202,-28.992
-1.021,-0.500,-0.446,-5.371,-6.653,-25.940
-1.033,-0.556,-0.448,-7.324,-7.935,-14.709
-1.036,-0.528,-0.445,-7.507,-10.681,1.038
-1.036,-0.507,-0.459,-8.118,-12.573,13.916
-1.035,-0.484,-0.477,-7.507,-15.259,24.414
-1.026,-0.404,-0.456,-6.592,-18.555,34.973
-1.010,-0.295,-0.446,-7.324,-21.423,43.213
-0.990,-0.217,-0.436,-9.705,-23.437,45.288
-0.963,-0.125,-0.429,-9.766,-25.879,43.457
-0.937,-0.070,-0.432,-11.780,-28.564,38.696
-0.930,-0.091,-0.456,-16.663,-30.884,30.945
-0.933,-0.169,-0.526,-17.029,-33.447,23.743
-0.938,-0.248,-0.611,-21.179,-37.537,21.484
-0.966,-0.329,-0.766,-31.372,-42.969,23.560
-0.989,-0.343,-0.965,-41.321,-52.795,29.785
-0.994,-0.201,-1.165,-62.378,-68.115,41.565
-1.005,0.186,-1.323,-94.360,-87.952,53.772
-0.978,0.825,-1.487,-133.667,-111.816,55.664
-0.956,1.627,-1.704,-182.434,-137.451,37.720
-0.964,2.583,-2.097,-231.018,-172.119,-5.005
-1.106,3.644,-2.401,-282.593,-224.182,-70.374
-1.383,4.000,-2.717,-330.811,-292.297,-162.476
-1.929,4.000,-2.746,-392.761,-376.221,-282.227
-2.741,4.000,-2.495,-442.810,-469.788,-420.715
-3.677,4.000,-1.937,-446.045,-572.998,-546.021
-4.000,4.000,-1.337,-378.784,-667.175,-639.343
-4.000,3.662,-0.789,-285.461,-722.717,-718.689
-4.000,2.560,-0.058,-253.784,-743.042,-790.222
-4.000,1.321,0.726,-235.779,-727.905,-823.059
-4.000,-0.017,1.118,-179.810,-669.128,-799.622
-4.000,-1.101,1.427,-138.367,-581.543,-727.112
-4.000,-1.554,1.664,-135.559,-477.478,-615.601
-3.396,-1.622,1.568,-155.518,-359.863,-500.732
0.469,-0.715,-0.139,-25.024,-153.931,-152.954
0.500,-0.723,-0.140,-24.841,-142.639,-149.353
0.482,-0.821,-0.089,-13.794,-135.437,-149.414
0.469,-0.912,-0.035,-5.920,-128.357,-147.034
0.461,-0.989,-0.076,-4.700,-118.164,-140.381
0.453,-1.052,-0.129,-0.183,-108.948,-132.385
0.441,-1.099,-0.154,6.287,-103.455,-125.549
0.440,-1.130,-0.152,9.766,-99.060,-118.835
0.448,-1.119,-0.171,10.986,-95.093,-112.305
0.438,-1.110,-0.181,13.916,-91.003,-107.239
0.417,-1.142,-0.130,23.193,-87.952,-105.530
0.397,-1.172,-0.087,31.067,-82.886,-104.248
0.388,-1.189,-0.093,35.461,-74.585,-100.952
0.386,-1.187,-0.147,35.034,-65.918,-95.520
0.387,-1.171,-0.209,31.738,-59.875,-88.135
0.380,-1.165,-0.271,32.227,-56.641,-79.712
0.381,-1.147,-0.279,36.743,-56.213,-72.266
0.386,-1.134,-0.266,40.161,-55.908,-65.125
0.385,-1.126,-0.268,42.664,-54.443,-58.044
0.382,-1.127,-0.270,45.288,-52.917,-50.964
0.371,-1.125,-0.269,43.518,-51.025,-43.823
0.376,-1.093,-0.289,37.109,-48.462,-36.316
0.399,-1.013,-0.333,29.053,-46.448,-29.114
0.423,-0.937,-0.375,26.306,-46.509,-24.902
0.427,-0.900,-0.402,29.663,-48.828,-24.353
0.412,-0.925,-0.356,35.950,-52.368,-26.306
0.403,-0.922,-0.276,38.818,-54.688,-26.978
0.412,-0.882,-0.237,35.461,-52.368,-26.550
0.423,-0.852,-0.243,30.762,-47.974,-27.283
0.407,-0.861,-0.272,28.564,-43.945,-30.029
0.381,-0.854,-0.286,29.663,-42.542,-32.593
0.364,-0.846,-0.290,30.518,-42.847,-33.691
0.333,-0.865,-0.250,30.579,-43.945,-35.339
0.291,-0.884,-0.151,30.640,-43.396,-37.659
0.222,-0.875,-0.041,28.076,-39.307,-39.001
0.145,-0.862,0.088,26.489,-31.189,-41.321
0.046,-0.864,0.252,27.710,-18.555,-44.250
-0.075,-0.928,0.607,41.748,-1.404,-45.837
-0.262,-1.118,1.326,75.195,26.489,-43.640
-0.525,-1.486,2.392,145.386,76.477,-29.480
-0.959,-1.985,3.525,238.220,162.109,17.517
-1.578,-2.350,4.000,316.528,296.326,107.178
-2.515,-2.411,4.000,379.944,464.478,220.703
-3.913,-2.521,4.000,349.915,666.077,320.679
-4.000,-2.145,3.890,244.995,870.605,421.509
-4.000,-1.392,2.706,192.505,1019.958,512.756
-4.000,-0.556,2.153,223.328,1099.792,578.674
-4.000,0.136,2.037,278.809,1136.841,612.854
-4.000,0.545,1.819,283.447,1163.208,603.027
-4.000,0.393,0.858,276.001,1198.669,552.734
-4.000,0.038,-0.263,322.327,1206.909,493.896
-4.000,-0.009,-1.242,275.085,1147.217,471.802
-4.000,0.075,-2.372,225.098,1058.228,456.177
-4.000,0.100,-3.045,187.500,942.688,436.646
-4.000,0.091,-3.167,130.432,815.369,422.607
-3.999,0.692,-3.050,126.038,696.533,415.955
-3.519,1.059,-3.086,67.871,579.163,399.475
-3.044,1.178,-2.649,39.124,453.796,345.093
-2.576,1.333,-1.663,86.731,329.712,284.119
-2.323,1.222,-0.797,98.938,250.244,219.727
-2.138,1.240,-0.260,72.449,213.623,163.025
-1.977,1.448,-0.019,42.419,197.693,111.877
-1.915,1.410,-0.180,6.470,193.298,49.683
-1.907,1.240,-0.506,-22.400,184.204,-12.756
-1.907,0.965,-0.790,-44.128,161.011,-65.430
-1.906,0.573,-0.952,-51.270,126.343,-105.042
-1.872,0.170,-0.971,-44.678,87.952,-126.404
-1.810,-0.191,-0.846,-28.870,51.880,-129.578
-1.749,-0.500,-0.653,-10.620,25.574,-118.286
-1.675,-0.642,-0.492,0.916,11.780,-92.468
-1.578,-0.612,-0.397,9.521,6.775,-60.303
-1.470,-0.458,-0.383,13.184,7.080,-31.494
-1.367,-0.277,-0.423,7.996,8.911,-12.756
-1.294,-0.066,-0.511,-3.784,9.033,-3.845
-1.238,0.058,-0.564,-5.981,5.066,-8.179
-1.206,0.062,-0.581,-7.690,-2.319,-20.508
-1.190,-0.027,-0.584,-7.935,-10.071,-35.339
-1.198,-0.160,-0.554,-9.399,-17.212,-48.035
-1.214,-0.348,-0.493,-9.033,-23.376,-56.213
-1.220,-0.552,-0.389,-3.662,-27.344,-56.335
-1.201,-0.682,-0.295,4.883,-27.344,-46.326
-1.167,-0.710,-0.280,7.874,-23.254,-28.809
-1.132,-0.654,-0.318,6.775,-18.799,-9.827
-1.096,-0.528,-0.364,6.287,-16.846,5.859
-1.055,-0.378,-0.411,4.700,-17.273,16.602
-1.023,-0.234,-0.425,5.188,-20.752,20.020
-1.007,-0.163,-0.405,4.089,-25.574,16.113
-0.995,-0.149,-0.345,3.540,-30.090,8.606
-0.980,-0.166,-0.269,4.456,-33.203,0.732
-0.976,-0.249,-0.203,4.333,-33.569,-7.568
-0.971,-0.360,-0.148,2.869,-30.823,-13.184
-0.972,-0.442,-0.158,-5.798,-25.208,-12.878
-0.968,-0.510,-0.213,-11.230,-19.531,-9.277
-0.959,-0.521,-0.258,-10.193,-17.700,-2.441
-0.948,-0.502,-0.347,-11.841,-17.273,6.226
-0.930,-0.458,-0.397,-12.878,-19.775,13.245
-0.914,-0.386,-0.394,-12.573,-25.269,18.250
-0.890,-0.318,-0.356,-10.925,-30.640,20.203
-0.880,-0.288,-0.268,-9.033,-34.973,18.616
-0.871,-0.277,-0.130,-6.409,-36.499,15.015
-0.863,-0.294,-0.015,-3.784,-33.203,11.658
-0.857,-0.348,0.003,-0.732,-25.330,9.705
-0.847,-0.388,-0.029,-3.052,-16.663,9.766
-0.834,-0.380,-0.110,-8.667,-8.728,11.169
-0.839,-0.396,-0.220,-13.855,-2.869,11.658
-0.873,-0.492,-0.387,-14.954,-0.427,11.230
-0.906,-0.596,-0.487,-10.803,-5.066,13.977
-0.935,-0.654,-0.491,-7.568,-13.489,21.729
-0.946,-0.651,-0.466,-3.723,-21.606,33.020
-0.956,-0.648,-0.439,-3.601,-27.832,44.312
-0.964,-0.629,-0.380,-3.357,-33.020,55.176
-0.975,-0.587,-0.365,-1.160,-35.339,65.918
-0.987,-0.547,-0.392,-1.465,-36.072,75.134
-0.986,-0.440,-0.387,-6.470,-39.612,84.412
-0.999,-0.305,-0.484,-13.611,-40.710,90.027
-1.010,-0.182,-0.628,-18.555,-43.213,90.027
-1.021,0.022,-0.797,-28.870,-49.622,87.891
-1.035,0.225,-0.990,-44.922,-61.707,80.017
-1.071,0.411,-1.205,-62.683,-81.177,66.284
0.409,-0.511,-0.569,-5.737,-127.991,-96.130
0.375,-0.639,-0.526,4.944,-122.803,-111.511
0.373,-0.788,-0.484,11.292,-119.873,-124.512
0.358,-0.910,-0.534,19.897,-111.084,-126.831
0.339,-0.986,-0.553,24.109,-103.882,-120.300
0.353,-1.015,-0.558,18.372,-101.379,-107.544
0.366,-0.948,-0.632,13.306,-99.060,-92.163
0.380,-0.854,-0.681,7.080,-100.342,-78.308
0.380,-0.835,-0.678,-1.038,-103.882,-70.557
0.362,-0.826,-0.598,3.845,-107.666,-66.467
0.368,-0.815,-0.504,20.203,-110.046,-63.782
0.389,-0.822,-0.399,32.898,-108.459,-63.538
0.408,-0.852,-0.385,37.476,-102.844,-63.171
0.414,-0.888,-0.433,34.973,-96.497,-61.035
0.424,-0.850,-0.459,31.738,-91.736,-55.786
0.431,-0.854,-0.505,29.724,-90.271,-51.758
0.400,-0.899,-0.552,24.536,-87.585,-50.537
0.390,-0.895,-0.503,14.587,-87.158,-47.119
0.398,-0.807,-0.504,-1.526,-84.167,-41.321
0.396,-0.776,-0.467,-2.625,-82.581,-41.199
0.384,-0.817,-0.404,7.263,-81.787,-46.448
0.373,-0.853,-0.338,11.536,-79.346,-48.462
0.374,-0.844,-0.291,9.521,-76.111,-42.480
0.377,-0.806,-0.296,5.188,-70.007,-36.438
0.368,-0.761,-0.331,6.531,-64.026,-33.264
0.355,-0.724,-0.330,7.141,-60.059,-34.180
0.341,-0.678,-0.353,6.531,-57.983,-37.109
0.317,-0.710,-0.377,7.568,-57.129,-41.626
0.291,-0.813,-0.322,9.155,-58.777,-47.607
0.266,-0.906,-0.207,9.155,-59.021,-50.842
0.266,-0.949,-0.109,4.822,-55.603,-50.537
0.259,-0.927,-0.020,-2.319,-48.218,-48.462
0.229,-0.945,0.084,-0.366,-38.269,-48.035
0.190,-0.997,0.179,7.019,-25.513,-48.340
0.154,-1.016,0.265,14.526,-10.559,-45.776
0.114,-0.979,0.343,22.034,6.042,-38.940
0.088,-0.925,0.474,30.884,25.391,-32.043
0.035,-0.911,0.858,45.532,48.523,-29.602
-0.094,-1.045,1.515,72.937,84.045,-31.433
-0.447,-1.313,2.344,114.380,140.869,-30.518
-0.785,-1.779,3.116,154.785,222.595,-5.798
-1.271,-2.056,3.804,173.645,318.298,75.500
-2.243,-1.943,4.000,191.650,447.327,192.261
-3.355,-1.597,3.725,217.224,623.047,286.316
-4.000,-1.114,3.638,223.389,785.706,348.022
-4.000,-0.494,3.407,213.684,923.523,397.400
-4.000,0.277,2.984,226.318,1053.772,441.345
-4.000,0.936,2.393,226.013,1154.419,455.444
-4.000,1.348,1.851,267.883,1223.022,410.950
-4.000,1.675,0.980,337.891,1254.944,362.549
-4.000,1.788,0.279,350.586,1248.657,315.491
-4.000,1.724,-0.835,286.011,1234.253,255.737
-4.000,1.478,-2.147,183.167,1175.964,165.833
-4.000,1.130,-2.424,120.850,1023.804,77.026
-4.000,0.453,-2.797,245.361,868.103,42.725
-4.000,0.407,-3.203,368.896,727.661,81.360
-3.546,0.371,-3.171,338.806,584.351,130.188
-3.170,0.363,-2.909,226.318,470.825,150.085
-2.875,0.171,-3.092,104.126,390.015,146.118
-2.584,0.095,-2.858,75.317,273.132,144.348
-2.362,0.075,-1.835,86.548,129.761,148.315
-2.203,0.071,-0.821,77.209,29.297,147.156
-2.020,0.263,-0.273,40.405,-6.592,141.663
-1.866,0.465,-0.024,4.578,-9.399,125.122
-1.716,0.626,0.088,-4.883,-9.338,101.746
-1.548,0.799,0.166,2.441,-10.498,75.562
-1.405,0.969,0.184,1.648,-10.132,45.288
-1.285,1.057,0.192,2.991,-4.333,7.385
-1.274,0.882,0.082,10.620,2.380,-33.630
-1.239,0.885,-0.013,-1.953,7.263,-65.186
-1.285,0.454,-0.102,6.287,13.000,-107.727
-1.335,0.073,-0.215,17.822,18.127,-131.775
-1.365,-0.258,-0.355,11.475,20.325,-133.911
-1.374,-0.526,-0.515,5.127,18.677,-122.803
-1.362,-0.707,-0.612,3.662,9.705,-101.440
-1.324,-0.711,-0.610,7.446,-4.944,-70.679
-1.273,-0.583,-0.531,12.573,-19.897,-39.612
-1.219,-0.465,-0.448,14.099,-29.541,-18.127
-1.172,-0.353,-0.354,16.785,-34.790,-5.310
-1.118,-0.238,-0.241,18.372,-36.316,2.441
-1.069,-0.138,-0.122,15.320,-34.180,5.249
-1.030,-0.090,-0.054,10.681,-28.564,1.587
-1.000,-0.069,-0.080,4.456,-20.752,-5.249
-0.984,-0.092,-0.149,2.136,-15.442,-13.672
-0.980,-0.164,-0.209,1.343,-13.672,-22.278
-1.000,-0.272,-0.260,-0.427,-14.709,-28.442
-1.023,-0.406,-0.314,-1.404,-17.334,-31.738
-1.038,-0.485,-0.324,-0.977,-22.705,-27.832
-1.047,-0.508,-0.300,0.061,-28.320,-19.592
-1.050,-0.509,-0.226,3.174,-31.860,-9.644
-1.052,-0.489,-0.127,6.714,-32.654,0.610
-1.043,-0.439,-0.045,10.437,-29.968,10.193
-1.029,-0.365,-0.003,10.193,-24.414,16.968
-1.009,-0.289,-0.019,10.498,-17.700,20.691
-0.998,-0.219,-0.070,8.850,-11.353,21.240
-0.983,-0.165,-0.137,7.812,-7.751,19.104
-0.984,-0.156,-0.205,7.141,-6.531,14.404
-0.987,-0.178,-0.256,5.981,-7.629,10.193
-1.011,-0.258,-0.309,8.057,-10.681,7.812
-1.041,-0.372,-0.315,12.146,-15.808,8.179
-1.062,-0.470,-0.300,13.977,-21.729,14.099
-1.067,-0.498,-0.258,13.733,-26.428,25.696
-1.057,-0.466,-0.202,11.658,-29.053,39.124
-1.042,-0.393,-0.151,11.108,-29.663,51.453
-1.021,-0.304,-0.111,8.423,-28.137,61.218
-1.005,-0.214,-0.094,5.249,-25.574,66.772
-1.002,-0.167,-0.109,1.282,-22.217,67.444
-1.004,-0.153,-0.158,-1.465,-18.799,65.491
-1.013,-0.154,-0.220,-2.136,-17.090,64.331
-1.036,-0.206,-0.311,-7.202,-17.090,63.782
-1.069,-0.309,-0.446,-10.925,-19.531,64.575
